,Domain name,Company name,Twitter,Facebook,Domain_valid,Twitter_valid,Facebook_valid,response_time,error_type
508,bouvaude.com,domaine de la bouvaude - rousset-les-vignes,bouvaude,bouvaude,TRUE,TRUE,TRUE,0.29957,
509,dinopedia-parc.fr,dinopedia parc,unknown,dinopedia.parc,TRUE,TRUE,TRUE,0.325097,
510,moulindescinqrameaux.com,moulin des cinq rameaux,unknown,moulindescinqrameaux,TRUE,TRUE,TRUE,-1,403
511,dessinemoiunebrebis.com,dessine moi une brebis,unknown,dessinemoiunebrebis,TRUE,TRUE,TRUE,2.159009,
512,lecomptoirbionice.com,le comptoir bio,unknown,lecomptoirbio,TRUE,TRUE,TRUE,-1,503
513,hotel-restaurant-pyrenees.com,,unknown,unknown,TRUE,TRUE,TRUE,1.045099,
514,snack-teepy.fr,,unknown,unknown,TRUE,TRUE,TRUE,1.381953,
515,nekoramen.fr,neko ramen,unknown,unknown,TRUE,TRUE,TRUE,1.771992,
516,vendeole.com,vendéole,unknown,lesvignoblesdevendeole,TRUE,TRUE,TRUE,2.415183,
517,hotelmunsch.com,hôtel munsch - aux ducs de lorraine,unknown,unknown,TRUE,TRUE,TRUE,0.199036,
518,chateaudeslebres.com,château des lèbres,unknown,chateaudeslebres,TRUE,TRUE,TRUE,1.451585,
519,intensoitalianfood.ch,restaurant intenso,unknown,unknown,TRUE,TRUE,TRUE,1.113789,
520,fogonultramarinos.com,fogon ultramarinos,unknown,unknown,TRUE,TRUE,TRUE,1.726845,
521,panetgato.fr,pan & gatô,unknown,unknown,TRUE,TRUE,TRUE,0.34627,
522,oreade-balneo-restaurant.fr,oréade,unknown,oreade.balneo.restaurant,TRUE,TRUE,TRUE,1.398989,
523,petitmarguery-rivegauche.fr,le petit marguery rive gauche,unknown,unknown,TRUE,TRUE,TRUE,-1,403
524,ofreropizza.com,ofreropizza,unknown,unknown,TRUE,TRUE,TRUE,0.219129,
525,znpizza.fr,zn pizza,unknown,znpizza,TRUE,TRUE,TRUE,0.285558,
526,insulaire.io,insulaire,unknown,unknown,TRUE,TRUE,TRUE,-1,403
527,ikanos.ca,ikanos,unknown,unknown,TRUE,TRUE,TRUE,1.874078,
528,c-line-b.com,c line b,unknown,c.line.b.saintremy,TRUE,TRUE,TRUE,0.368882,
529,gitedeladraye05.com,,unknown,unknown,TRUE,TRUE,TRUE,1.339957,
530,lebiscuitierdumaine.fr,le biscuitier du maine,unknown,lebiscuitierdumaine,TRUE,TRUE,TRUE,1.379155,
531,restaurantrameeka.com,rameeka,unknown,unknown,TRUE,TRUE,TRUE,0.376717,
532,cmacueillette.fr,c'ma cueillette,unknown,cmacueillette,TRUE,TRUE,TRUE,1.05693,
533,trulli-tesoro.com,,unknown,unknown,TRUE,TRUE,TRUE,1.482333,
534,quercydesiles.com,quercy des îles,unknown,quercydesiles,TRUE,TRUE,TRUE,0.797889,
535,ledetendeur.fr,ledetendeur,unknown,ledetendeur,TRUE,TRUE,TRUE,2.391603,
536,tosdistillerie.fr,tos distillerie,unknown,unknown,TRUE,TRUE,TRUE,0.31063,
537,resto-maharaja.fr,,unknown,unknown,TRUE,TRUE,TRUE,2.236514,
538,sakebon.com,sakebon,unknown,sakebonfrenchcocktail,TRUE,TRUE,TRUE,4.239424,
539,lecoffeelab.fr,coffeelab,unknown,lecoffeelab,TRUE,TRUE,TRUE,0.468444,
540,stefanofaita.com,stefano faita,unknown,stefanofaitachef,TRUE,TRUE,TRUE,-1,403
541,homies-tacos.ch,homies tacos,unknown,unknown,TRUE,TRUE,TRUE,3.631696,
542,lecourrierdesstrateges.fr,le courrier des stratèges,unknown,unknown,TRUE,TRUE,TRUE,0.914648,
543,sloli.me,sloli,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
544,traiteurprieure.fr,traiteur prieuré,unknown,unknown,TRUE,TRUE,TRUE,1.296783,
545,burger-theory.paris,burger theory,unknown,burgertheoryparis,TRUE,TRUE,TRUE,2.254065,
546,cellergrauigrau.com,celler grau i grau,cellergrauigrau,cellergrauigrau,TRUE,TRUE,TRUE,Non-functional (Connection Error),
547,lhippocampe-gtm.fr,l&#039;hippocampe - granville - vert marine,unknown,unknown,TRUE,TRUE,TRUE,3.909662,
548,tikivillage.pf,tiki village,tikivillagemoz,tikivillage,TRUE,TRUE,TRUE,0.935648,
549,jf-rossier-vins.ch,joëlle & famille rossier,unknown,jfrossiervins,TRUE,TRUE,TRUE,2.496831,
550,bowlingnamur.be,bowling de namur,unknown,unknown,TRUE,TRUE,TRUE,0.466224,
551,aubergedebagatelle.fr,auberge de bagatelle,unknown,aubergedebagatelle,TRUE,TRUE,TRUE,1.89008,
552,mathieu-kergourlay.com,mathieu kergourlay,unknown,unknown,TRUE,TRUE,TRUE,2.762286,
553,alexis-fontana.fr,alexis fontana,unknown,unknown,TRUE,TRUE,TRUE,0.327458,
554,nkpatisserie.com,nikolas koulepis patisserie,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Connection Error),
555,winedding.com,winedding,winedding,winedding,TRUE,TRUE,TRUE,0.480027,
556,lacharcuterie.be,la charcuterie,unknown,lacharcuterie16,TRUE,TRUE,TRUE,0.163532,
557,andchor.fr,andchor,unknown,unknown,TRUE,TRUE,TRUE,1.989888,
558,e-bv.be,ecole fondamentale autonome de frasnes,unknown,unknown,TRUE,TRUE,TRUE,-1,403
559,thierry-schwartz.fr,thierry schwartz,unknown,thierryschwartzlerestaurant,TRUE,TRUE,TRUE,0.176658,
560,villadellerose.eu,villa delle rose,unknown,villadellerose.official,TRUE,TRUE,TRUE,0.646913,
561,tigrains.com,ti grains,tigrains,tigrains,TRUE,TRUE,TRUE,0.208114,
562,lesvinyesdelconvent.wine,les vinyes del convent,unknown,lesvinyesdelconvent,TRUE,TRUE,TRUE,-1,403
563,vignoble-perras.fr,vignoble perras,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
564,lespetitespatisseries.com,les petitespatisseries,unknown,lespetitespatisseriesrawvegan,TRUE,TRUE,TRUE,-1,403
565,restaurantmonarque.ca,monarque,rest_monarque,restaurant.monarque,TRUE,TRUE,TRUE,0.800765,
566,cent33.com,cent 33,unknown,cent33bordeaux,TRUE,TRUE,TRUE,1.140516,
567,mac2night.com,mac 2 night,unknown,unknown,TRUE,TRUE,TRUE,0.770358,
568,lelabshop.fr,le lab cbd shop à paris,lelab75004,unknown,TRUE,TRUE,TRUE,0.200456,
569,caffe-borbone-shop.ch,cafés borbone,unknown,unknown,TRUE,TRUE,TRUE,0.113126,
570,nomad-wp.fr,créer votre site avec wordpress,unknown,unknown,TRUE,TRUE,TRUE,1.33532,
571,artirado.com,artirado,artiradosarl,artirado.lu,TRUE,TRUE,TRUE,0.99051,
572,arcticgiant.fi,arctic giant birdhouse hotel,unknown,arcticgiant,TRUE,TRUE,TRUE,2.531502,
573,spirulinedecocagne.fr,spiruline de cocagne,unknown,unknown,TRUE,TRUE,TRUE,-1,403
574,etxecopizza.fr,etxe'co biarritz,unknown,etxecopizza,TRUE,TRUE,TRUE,1.655914,
575,latabledacote.fr,restaurant la table d'à côté,unknown,unknown,TRUE,TRUE,TRUE,0.787263,
576,pollen-restaurant.fr,avignon,unknown,pollenavignon,TRUE,TRUE,TRUE,5.121066,
577,chateauhautpradot.com,château haut pradot,unknown,unknown,TRUE,TRUE,TRUE,3.844314,
578,cafexoboutique.com,cafexo,cafexo_boutique,cafexoboutique,TRUE,TRUE,TRUE,0.231723,
579,maevayoga.com,maeva yoga,maeva_morin,maevahathayoga,TRUE,TRUE,TRUE,0.375979,
580,lasuperbe.fr,la superbe,unknown,lasuperbebiarritz,TRUE,TRUE,TRUE,0.155874,
581,missandwine.com,missandwine,unknown,missandwine,TRUE,TRUE,TRUE,0.22133,
582,mahealthytendency.com,mahealthytendency,unknown,mahealthytendency,TRUE,TRUE,TRUE,0.342178,
583,receptionsdelyon.fr,réceptions de lyon,unknown,receptionsdelyon,TRUE,TRUE,TRUE,0.291263,
584,mojito-bar.fr,mojito bar,unknown,mojitobarcocktails,TRUE,TRUE,TRUE,Non-functional (SSL Error),
585,domainejpriviere.com,domaine jp rivière,vinsjpriviere,domainejpriviere,TRUE,TRUE,TRUE,0.412495,
586,tiirinkoskentehdas.fi,tiirinkosken tehdas,unknown,tiirinkoskentehdas,TRUE,TRUE,TRUE,1.436821,
587,ticocoffee.com,tico coffee,ticocoffee,ticocoffeefr,TRUE,TRUE,TRUE,0.588545,
588,celene-bordeaux.fr,celene,unknown,unknown,TRUE,TRUE,TRUE,1.18777,
589,vignoblescompagnie.com,vignobles & compagnie,unknown,vignoblescompagnie,TRUE,TRUE,TRUE,0.123093,
590,fruitsdemer.pro,les viviers de la mine,unknown,unknown,TRUE,TRUE,TRUE,0.236972,
591,leparisdalexis.fr,le paris d'alexis,leparisdalexis,leparisdalexis,TRUE,TRUE,TRUE,1.178898,
592,ferme-des-terres-rouges.ch,ferme des terres rouges,unknown,unknown,TRUE,TRUE,TRUE,1.583621,
593,sauvat-vins.com,,unknown,unknown,TRUE,TRUE,TRUE,1.644563,
594,nao.bio,chocolat nao,unknown,nao.chocolates,TRUE,TRUE,TRUE,-1,403
595,aubergelandaise.com,auberge landaise,unknown,aubergelandaise,TRUE,TRUE,TRUE,0.115186,
596,simonemorgenthaler.com,la cuisine naturelle des plantes d'alsace,unknown,morgenthalersimone,TRUE,TRUE,TRUE,1.311986,
597,wineandmore.be,wine and more,unknown,wineandmorebelgium,TRUE,TRUE,TRUE,0.77337,
598,heritagesdumaroc.fr,heritages du maroc,unknown,heritagesdumaroc,TRUE,TRUE,TRUE,-1,403
599,nawai-li.com,nawaï li,unknown,nawaili,TRUE,TRUE,TRUE,0.131322,
600,restaurant-saint-jean-de-luz.com,,unknown,unknown,TRUE,TRUE,TRUE,0.131814,
601,chalet-luxe.net,location chalet luxe,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
602,aubergebienvenue.com,auberge bienvenue,unknown,aubergebienvenue,TRUE,TRUE,TRUE,3.109699,
603,chateau-le-puy.com,château le puy,unknown,chateaulepuy,TRUE,TRUE,TRUE,0.085297,
604,moulindecambelong.com,moulin de cambelong,unknown,unknown,TRUE,TRUE,TRUE,2.244701,
605,rukkimaja.ee,sangaste rukki maja,unknown,unknown,TRUE,TRUE,TRUE,0.387503,
606,ithaa.fr,ithaa,ithaablog,blogmodeithaa,TRUE,TRUE,TRUE,2.007878,
607,cabaneapierre.com,cabane à pierre,unknown,cabane.apierre.5,TRUE,TRUE,TRUE,0.177226,
608,notredamealarose.com,musée hôpital notre-dame à la rose,unknown,museenotredamealarose,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
609,edenpalace.ch,eden palace,edenpalaceaulac,edenpalaceaulac,TRUE,TRUE,TRUE,2.176081,
610,aubergedumerou.fr,auberge du mérou,unknown,unknown,TRUE,TRUE,TRUE,-1,403
611,calvinus.ch,calvinus,unknown,bieres.calvinus,TRUE,TRUE,TRUE,0.271237,
612,jamoisan.com,moisan,unknown,epiceriejamoisan,TRUE,TRUE,TRUE,0.344597,
613,emdl.fr,emdl,unknown,emdlallemand,TRUE,TRUE,TRUE,0.546676,
614,villaaugusta.fr,villa augusta relais & châteaux provence,unknown,villaaugusta.france,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
615,boisgenoud.ch,genoud,unknown,fermedeboisgenoud,TRUE,TRUE,TRUE,0.326475,
616,restaurantcroizard.com,vincent croizard,unknown,unknown,TRUE,TRUE,TRUE,3.289579,
617,nordsudbrasseries.com,nordsud brasseries,unknown,unknown,TRUE,TRUE,TRUE,-1,403
618,arpette.ch,relais d'arpette,unknown,arpettesa,TRUE,TRUE,TRUE,1.397734,
619,cepdargent.com,vignoble le cep d'argent,unknown,cepdargent,TRUE,TRUE,TRUE,0.729329,
620,tomate-cerise.be,tomate,tomatecerise_be,tomatecerisebe,TRUE,TRUE,TRUE,0.184379,
621,chez-fonfon.com,chez fonfon,unknown,chezfonfonmarseille,TRUE,TRUE,TRUE,1.270861,
622,whiskycafe.com,whisky cafe,unknown,whiskycafe,TRUE,TRUE,TRUE,0.529531,
623,tourisme-sud-gironde.com,gironde tourisme,unknown,tourismesudgironde,TRUE,TRUE,TRUE,1.285861,
624,wineinthecity.be,wine in the city,unknown,winecity20,TRUE,TRUE,TRUE,-1,403
625,auberge-bretonne.com,auberge bretonne,unknown,unknown,TRUE,TRUE,TRUE,3.164388,
626,happyhousewife.fr,happy housewife,happyhousewife_,happy-housewife-le-blog-179135625466986,TRUE,TRUE,FALSE,7.318789,
627,lesjardinsdelopera.fr,les jardins de l'opéra,unknown,unknown,TRUE,TRUE,TRUE,2.058719,
628,lemillenaire.com,restaurant le millénaire reims,unknown,lemillenairereims51,TRUE,TRUE,TRUE,Non-functional (Connection Error),
629,fortas.eu,fortas,unknown,fortas.eu,TRUE,TRUE,TRUE,-1,403
630,restaurant-monsieurjean.fr,™ site officiel,unknown,unknown,TRUE,TRUE,TRUE,1.073385,
631,campuget.com,campuget,unknown,chateaudecampugetofficiel,TRUE,TRUE,TRUE,5.279773,
632,altocafe.com,alto café,alto_cafe,altocafe,TRUE,TRUE,TRUE,4.836955,
633,reserve-rimbaud.com,reserve rimbaud,unknown,reserverimbaudmontpellier,TRUE,TRUE,TRUE,1.788679,
634,buddhabar.com,buddha-bar,buddhabarmusic,buddhabarmc,TRUE,TRUE,TRUE,2.375346,
635,ghbordeaux.com,gh bordeaux,ghbordeaux,ghbordeaux.spa,TRUE,TRUE,TRUE,1.364326,
636,lozere-a-paris.com,maison de la lozère,unknown,maisondelalozereaparis,TRUE,TRUE,TRUE,2.959208,
637,bosbrands.com,bos tea,unknown,unknown,TRUE,TRUE,TRUE,2.302933,
638,brasseries-bocuse.com,restaurants & brasseries bocuse,brasserieslyon,restaurantsbrasseriesbocuse,TRUE,TRUE,TRUE,-1,403
639,cafedeturin.fr,cafe de turin,unknown,unknown,TRUE,TRUE,TRUE,1.885416,
640,lamarechalerie.fr,la maréchalerie,unknown,unknown,TRUE,TRUE,TRUE,0.535181,
641,lamaisondansleparc.com,⇒ la maison dans le parc,unknown,lamaisondansleparc,TRUE,TRUE,TRUE,2.053366,
642,auberge-du-pont.com,auberge du pont,unknown,auberge-du-pont-117139261635284,TRUE,TRUE,FALSE,1.287373,
643,idilenantes.com,idile,idilenantes,idilegalaxie,TRUE,TRUE,TRUE,-1,403
644,cave-cairanne.fr,cave de cairanne,unknown,unknown,TRUE,TRUE,TRUE,4.553819,
645,breizhoo.fr,breizhoo,unknown,unknown,TRUE,TRUE,TRUE,1.218756,
646,fqcq.qc.ca,fqcq,unknown,unknown,TRUE,TRUE,TRUE,-1,403
647,centredart.net,,unknown,unknown,TRUE,TRUE,TRUE,0.572873,
648,pastis.fi,ravintola pastis / muru atelier oy,unknown,unknown,TRUE,TRUE,TRUE,1.266888,
649,restaurantreykjavik.is,restaurant reykjavík,unknown,unknown,TRUE,TRUE,TRUE,0.80202,
650,chateau-la-coste.com,château la coste,chateaulacoste,chateau.la.coste,TRUE,TRUE,TRUE,0.230563,
651,champagnedevenoge.com,champagne de venoge,unknown,champagnedevenoge,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
652,bombabar.com.au,bomba,bombabar,bombabar,TRUE,TRUE,TRUE,1.073262,
653,microdulac.com,microbrasserie du lac-st-jean,microdulac,microdulac,TRUE,TRUE,TRUE,1.849721,
654,victoriahall.fr,victoria hall,unknown,victoriahalllyon,TRUE,TRUE,TRUE,2.357087,
655,petitmarguery-rivegauche.com,petit marguery rive gauche,petitmarguery,aupetitmarguery,TRUE,TRUE,TRUE,-1,403
656,bernard-et-fils-traiteur.com,bernard & fils traiteur,unknown,bernardetfilstraiteur,TRUE,TRUE,TRUE,2.129603,
657,vs-p.ca,vignoble ste,stepetronille,vignoblesaintepetronille,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
658,labaguedekenza.com,la bague de kenza,unknown,unknown,TRUE,TRUE,TRUE,2.315035,
659,durig.ch,durig chocolatier,unknown,durig.chocolatier,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
660,holsteinquebec.com,holstein québec,unknown,unknown,TRUE,TRUE,TRUE,6.794668,
661,silly-beer.com,brasserie de silly,unknown,unknown,TRUE,TRUE,TRUE,9.289233,
662,hotel-aiguilledumidi.com,】hotel aiguille du midi,unknown,hotelaiguilledumidi,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
663,nappes.com,nappes,unknown,unknown,TRUE,TRUE,TRUE,3.297922,
664,rivalis.fr,rivalis,rivalis,groupe.rivalis,TRUE,TRUE,TRUE,Non-functional (Connection Error),
665,latupina.com,la tupina,latupina,latupina,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
666,cubacompagnie.com,cuba compagnie cafe,cubacompagnie,cubacompagniecafe,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
667,lemascandille.com,le mas candille,lemascandille,lemascandille,TRUE,TRUE,TRUE,Non-functional (SSL Error),
668,orpailleur.ca,vignoble de l'orpailleur,unknown,vignobledelorpailleur,TRUE,TRUE,TRUE,2.47194,
669,billscafes.co.uk,bills cafés,billscafes,billscafes,TRUE,TRUE,TRUE,3.916511,
670,vinodis.com,vinodis,vinodis,vinodis,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
671,narvesen.lv,narvesen,narvesenlv,narvesenlv,TRUE,TRUE,TRUE,2.740591,
672,roffy.fr,mentions légales,grottesderoffy,campinglesgrottesderoffy,TRUE,TRUE,TRUE,1.594352,
673,la-cle.ch,la clé,unknown,lacle.guide,TRUE,TRUE,TRUE,2.317909,
674,thebuzzcafe.com,the buzz cafe,thebuzzcafeop,thebuzzcafe,TRUE,TRUE,TRUE,1.556715,
675,saintveran.com,les amis de saint-véran,unknown,unknown,TRUE,TRUE,TRUE,0.841573,
676,damiengermanier.ch,damien germanier,unknown,restaurantdamiengermanier,TRUE,TRUE,TRUE,2.290503,
677,valinouet.qc.ca,le valinouët,levalinout,valinouet,TRUE,TRUE,TRUE,-1,403
678,lecafedeschats.fr,le café des chats,lecafedeschats,lecafedeschats,TRUE,TRUE,TRUE,1.704931,
679,baumard.fr,domaine des baumard,domainebaumard,vinsdeloire.baumard,TRUE,TRUE,TRUE,-1,403
680,gratienmeyer.com,gratien & meyer,unknown,gratienetmeyer,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
681,cavaille.com,cavaillé,unknown,unknown,TRUE,TRUE,TRUE,1.055538,
682,restaurantlacasserole.fr,,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
683,ogier.fr,ogier,unknown,unknown,TRUE,TRUE,TRUE,4.390879,
684,mcauslan.com,bierestambroise,bierestambroise,bierestambroise,TRUE,TRUE,TRUE,3.316526,
685,bistrodelanse.com,bistro de l’anse,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
686,cave-orschwiller.fr,cave les faîtières d'orschwiller-kintzheim,unknown,unknown,TRUE,TRUE,TRUE,1.513541,
687,vignoblelangegardien.com,gardien,unknown,unknown,TRUE,TRUE,TRUE,-1,403
688,auberge-la-gaillotiere.fr,auberge la gaillotière,unknown,unknown,TRUE,TRUE,TRUE,-1,403
689,orangerie-du-chateau.fr,l'orangerie du château,unknown,lorangerieduchateaublois,TRUE,TRUE,TRUE,1.970107,
690,huitriere-eole.be,nowa,unknown,unknown,TRUE,TRUE,TRUE,0.650446,
691,noglu.fr,noglu,nogluparis,noglu,TRUE,TRUE,TRUE,2.133129,
692,vignoblescapdemourlin.com,vignobles capdemourlin,unknown,vignoblescapdemourlin,TRUE,TRUE,TRUE,-1,403
693,golfclub-soufflenheim.com,golf international soufflenheim baden-baden,unknown,unknown,TRUE,TRUE,TRUE,0.633677,
694,hoteldeluxe.info,hoteldeluxe,unknown,unknown,TRUE,TRUE,TRUE,-1,403
695,bache-gabrielsen.com,bache-gabrielsen,unknown,bachegabrielsenfrance,TRUE,TRUE,TRUE,4.523012,
696,vertmont.fr,vert mont,unknown,unknown,TRUE,TRUE,TRUE,1.459342,
697,lemasdesarmes.com,mas des armes,unknown,unknown,TRUE,TRUE,TRUE,7.75754,
698,bayle-carreau.com,www.bayle-carreau.com,unknown,baylecarreau,TRUE,TRUE,TRUE,1.084827,
699,diabolopizza.ch,diabolo pizza,unknown,restaurantdiabolopizza,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
700,levignobleduruisseau.com,le vignoble du ruisseau,unknown,vignobleduruisseau,TRUE,TRUE,TRUE,1.569052,
701,leschantsdavril.fr,les chants d'avril,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Connection Error),
702,atelier-robuchon-saint-germain.com,atelier joël robuchon paris saint germain,unknown,unknown,TRUE,TRUE,TRUE,1.538598,
703,lecampanier.com,le campanier,unknown,unknown,TRUE,TRUE,TRUE,1.452594,
704,caleche-saut-du-doubs.fr,,unknown,unknown,TRUE,TRUE,TRUE,3.924813,
705,grouplunch.lu,grouplunch,unknown,unknown,TRUE,TRUE,TRUE,1.361029,
706,voyagezfute.com,voyagez futé,unknown,voyagezfute59,TRUE,TRUE,TRUE,3.755059,
707,danieletdenise.fr,daniel & denise,unknown,danieletdenisejosephviola,TRUE,TRUE,TRUE,3.212433,
708,lady-sushi.fr,lady sushi,ladysushifr,ladysushifr,TRUE,TRUE,TRUE,Non-functional (Connection Error),
709,d-ici.be,d'ici,unknown,magasinsdici,TRUE,TRUE,TRUE,1.105363,
710,le-poisson-rouge.fr,le poisson rouge,unknown,lepoissonrouge34,TRUE,TRUE,TRUE,1.064621,
711,soccachips.com,soccachips®,soccachips,soccachips,TRUE,TRUE,TRUE,-1,500
712,hotel-bains-romains.com,hôtel mercure les bains romains saint-nectaire,unknown,mercurelesbainsromains,TRUE,TRUE,TRUE,3.0469,
713,cap-transactions.com,cap transactions,caprennes,captransactions,TRUE,TRUE,TRUE,1.528206,
714,chateauinternet.com,chateau internet,unknown,chateauinternet,TRUE,TRUE,TRUE,7.659757,
715,chateaudesarras.fr,château des arras,chateaudesarras,chateaudesarras,TRUE,TRUE,TRUE,2.525768,
716,domaine-abbatucci.com,crédit photos : magali cancel,unknown,unknown,TRUE,TRUE,TRUE,0.55157,
717,domaine-de-mejane.com,domaine de la méjane,unknown,unknown,TRUE,TRUE,TRUE,Non-functional ChunkedEncodingError,
718,marshmalloword.com,marshmallowor(l)d,marshmalloword,sarahmarshmalloword,TRUE,TRUE,TRUE,2.758875,
719,restaurantlexpress.com,restaurant l'express,unknown,restaurantlexpressmontreal,TRUE,TRUE,TRUE,1.583341,
720,summit.md,summit,unknown,summit.events,TRUE,TRUE,TRUE,2.381209,
721,restaurant-leprestjean.fr,restaurant gastronomique à pézenas,unknown,restaurantleprestjean,TRUE,TRUE,TRUE,2.008297,
722,crudivegan.com,crudivegan,crudivegan,crudivegan,TRUE,TRUE,TRUE,2.124355,
723,plan-canal-du-midi.com,l'officiel du canal du midi,unknown,unknown,TRUE,TRUE,TRUE,2.690178,
724,aurillaccongres.com,aurillac congrès,unknown,unknown,TRUE,TRUE,TRUE,2.230507,
725,marquetandorra.com,marquet gourmeterie andorra,marquetgourmet,jordi.marquet,TRUE,TRUE,TRUE,1.118952,
726,legentlecat.fr,le gentlecat,unknown,legentlecat,TRUE,TRUE,TRUE,0.58135,
727,paysdeslacs.com,pierre,unknown,unknown,TRUE,TRUE,TRUE,0.849207,
728,macabaneengaspesie.com,ma cabane en gaspésie,unknown,macabaneengaspesie,TRUE,TRUE,TRUE,1.49728,
729,restoboldair.com,restaurant bol d'air,unknown,unknown,TRUE,TRUE,TRUE,3.325503,
730,camping-le-cians.fr,camping le cians,unknown,unknown,TRUE,TRUE,TRUE,5.05037,
731,roche-belle.fr,roche belle,unknown,roche-belle-330801272016,TRUE,TRUE,FALSE,1.482978,
732,blakemag.com,blakemag,unknown,blake-mag-245953156196685,TRUE,TRUE,FALSE,1.847633,
733,livraison-fruitsdemer.com,comptoir des mers,unknown,le-comptoir-des-mers-paris-143519309032601,TRUE,TRUE,FALSE,2.526425,
734,lapierretraiteur.com,lapierre traiteur,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Connection Error),
735,pizzeriachezjeannot.com,chez fonfon,unknown,unknown,TRUE,TRUE,TRUE,0.837275,
736,plaimont.com,plaimont,plaimont,plaimont,TRUE,TRUE,TRUE,1.704534,
737,hautcarles.com,haut,unknown,hautcarles,TRUE,TRUE,TRUE,2.318357,
738,domaineduchateau.ch,domaine du château de collex,unknown,ledomaineduchateau,TRUE,TRUE,TRUE,0.526349,
739,vitrines-orleans.com,vitrines d'orléans,vitrinesorleans,vitrines.orleans,TRUE,TRUE,TRUE,2.907069,
740,aperocheers.com,apéro cheers tous droits réservés,apero_cheers,aperocheers,TRUE,TRUE,TRUE,2.371892,
741,unetableausud.com,"une table, au sud",unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Connection Error),
742,hotel-leliondor.fr,hôtel le lion d'or,unknown,unknown,TRUE,TRUE,TRUE,3.731756,
743,champagne-eric-taillet.fr,champagne  éric taillet,unknown,unknown,TRUE,TRUE,TRUE,0.211025,
744,domaineamirault.com,amirault vignerons,xamirault,unknown,TRUE,TRUE,TRUE,0.394081,
745,champagne-jeeper.com,champagne jeeper,champagnejeeper,champagnejeeper,TRUE,TRUE,TRUE,1.533307,
746,jerusalem-info.com,jerusalem info,unknown,jeru.info,TRUE,TRUE,TRUE,3.709819,
747,wepostmag.com,wepost mag,weposttunisia,unknown,TRUE,TRUE,TRUE,0.907308,
748,lavieasaigon.fr,estimation du coût de la vie à saigon au vietnam,lavieasaigon,lavieasaigon,TRUE,TRUE,TRUE,1.385153,
749,chateau-marquis-de-terme.com,marquis de terme,marquisdeterme,unknown,TRUE,TRUE,TRUE,0.505003,
750,spearsrestaurant.com,spears restaurant,unknown,unknown,TRUE,TRUE,TRUE,0.463082,
751,yoom.fr,yoom,unknown,yoomdimsum,TRUE,TRUE,TRUE,1.261914,
752,sucredorgeetpaindepices.fr,sdoepe_pâtisserie,unknown,unknown,TRUE,TRUE,TRUE,0.566309,
753,leaf-blog.com,leaf,lowa_leaf,blogleaf,TRUE,TRUE,TRUE,1.757571,
754,chateausiran.com,château siran,chateausiran,chateausiran,TRUE,TRUE,TRUE,2.692959,
755,leculdepoule.co,le cul de poule,unknown,leculdepoulemelanie,TRUE,TRUE,TRUE,0.607899,
756,champagnejosephdesruets.fr,champagne joseph desruets,josephdesruets,champagnejosephdesruets,TRUE,TRUE,TRUE,Non-functional (SSL Error),
757,champagne-foissy-joly.com,champagne foissy joly,unknown,unknown,TRUE,TRUE,TRUE,3.645765,
758,champagnesalmon.com,champagne salmon,unknown,champagnesalmon,TRUE,TRUE,TRUE,2.151311,
759,banastouetfourquet.fr,scop de l'autre côté de la rue,unknown,banastouetfourquet,TRUE,TRUE,TRUE,2.244344,
760,champagne-arlenoble.com,champagne ar lenoble,unknown,arlenoble,TRUE,TRUE,TRUE,-1,403
761,season-paris.com,season paris,unknown,seasonparis3,TRUE,TRUE,TRUE,3.091685,
762,lewhitebeach.fr,le white beach,lewhitebeach,whitebeach.experience,TRUE,TRUE,TRUE,1.044786,
763,tables-mousset.com,tables mousset,tablesmousset,tablesmousset,TRUE,TRUE,TRUE,-1,403
764,champagne-blin.com,champagne h.blin,unknown,unknown,TRUE,TRUE,TRUE,0.424268,
765,cattin.fr,cattin - grands vins d'alsace,famillecattin,famillecattin,TRUE,TRUE,TRUE,1.178614,
766,josephperrier.com,champagne joseph perrier,unknown,unknown,TRUE,TRUE,TRUE,-1,403
767,ninametayer.com,nina métayer,ninametayer,ninametayerpatisserie,TRUE,TRUE,TRUE,2.600175,
